file	segment	sent	Prompt	Thesis	dim3	dim4_Syntax	dim5
2020_MLa_183_2.docx	Elaboration	As for me, It is always fun to shout and whistle with your father when your team scores a goal.	H	H	H	1. L, 2. H	L
2020_MLa_183_2.docx	Elaboration	i claim that it brings you, your family and friends closer.	H	H	H	H	L
2020_MLa_183_2.docx	Elaboration	Moreover, if you have not got a great amount of common interests with someone, i can reccomend such activity to you, because you can chat about sport event with a person for a long period of time.	H	H	L	1. H, 2. H, 3. H	L
2020_MLa_183_2.docx	Argument	Besides that, i claim that watching sport events people can feel team spirit.	H	H	L	H	L
2020_MLa_183_2.docx	Argument	They can feel themselves like a part of big country, and it is really wonderful.	H	H	H	1. H, 2. H	L
2020_MLa_183_2.docx	Elaboration	For example, in 2018 i watched with my family World Football Cup.	H	H	H	L	L
2020_MLa_183_2.docx	Elaboration	It was a really great sport event for my country.	H	H	H	H	L
2020_MLa_183_2.docx	Elaboration	I think that all residents of Russia watched the match between Russia and Croatia.	H	H	H	H	L
2020_MLa_183_2.docx	Elaboration	Althought our team lost the game, i saw that this match allowed people to feel themselves as a team, because everyone supported and comported each other.	H	H	L	1. H, 2. H, 3. H, 4. H	H
2020_MLa_183_2.docx	Elaboration	I think it is really important for every country to have really close-knit residents.	H	H	H	H	L
2020_MLa_183_2.docx	Conclusion	In conclusion, taking everything mentioned into account in our final analysis i can say that watching sport is a really good way of spending your free time.	H	H	L	0	L
2020_MLa_183_2.docx	Conclusion	Moreover, it can help the government to unite their residents.	H	H	H	H	L
2020_MLa_184_2.docx	Introductory material	Modern technologies allow people to watch their favourite sports events in any given time.	H	L	H	0	H
2020_MLa_184_2.docx	Introductory material	However, there is a concern in society that a lot of people simply waste time as they are watching sports in ane shape or form.	H	H	H	1. H, 2. H	H
2020_MLa_184_2.docx	Thesis	To my mind, watching sports can never be considered a waste of time.	H	H	H	0	H
2020_MLa_184_2.docx	Argument	Firstly, you may not be able to play sports for any reason, but still love sports with it's atmosphere and spectacularity.	H	H	H	1. H, 2. H	H
2020_MLa_184_2.docx	Argument	 Secondly, nobody would argue that it may be a way for you to relax after a long day.	H	H	H	H	L
2020_MLa_184_2.docx	Elaboration	Live sports events may be a prime example as they attract thousands of people.	H	H	H	1. H, 2. H	L
2020_MLa_184_2.docx	Argument	Moreover, you can easily point that all of those people are definitely into sports in some form and for them it is never a waste of time.	H	H	H	1. H, 2. H	H
2020_MLa_184_2.docx	Argument	For them it is a more of a lifestyle.	H	H	H	H	L
2020_MLa_184_2.docx	Argument	At the same time, some people are concerned that people watch sports for no distinct reason and simply waste their time with no value.	H	H	H	1. 0, 2. H	L
2020_MLa_184_2.docx	Elaboration	 In these people's point of view there ti so reason for you to watch sports if you are not a sportsman yourself.	H	H	H	1. H, 2. H	H
2020_MLa_184_2.docx	Argument	However, take a look at people making bets on sports games and making money out of it.	H	H	H	L	H
2020_MLa_184_2.docx	Elaboration	Even though they do not play sports, their knowledge and experience helps them to earn money, thus they have to watch sports regularly.	H	H	H	1. H, 2. H, 3. H	H
2020_MLa_184_2.docx	Conclusion	All things considered, I strongly believe that watching sports in most cases can not be considered a waste of time.	H	H	H	0	H
2020_MLa_184_2.docx	Conclusion	To my mind, people are willing to de whatever they want especially in scope of their personal life and hobbies.	L	H	L	H	L
2020_MLa_185_2.docx	Introductory material	Nowadays people live in a fast temp.	H	L	H	0	H
2020_MLa_185_2.docx	Introductory material	There are a lot of deals they need to do during the day.	L	L	H	H	L
2020_MLa_185_2.docx	Introductory material	It is understandable why people find some hobbies and ways to relax after hard-working day.	H	H	H	H	L
2020_MLa_185_2.docx	Introductory material	One is the way to relax is watching sports.	H	H	H	H	H
2020_MLa_185_2.docx	Introductory material	Today we can not only go to the big stadium to see some football match or something else, but also stay at home and watching it on TV.	H	H	L	1. H, 2. H, 3. H	H
2020_MLa_185_2.docx	Thesis	Some people consider that it is a waste of time, bit I desagree with this statment and try to refute it.	H	H	L	1. H, 2. H, 3. H	L
2020_MLa_185_2.docx	Argument	Start with the fact the be a sportsmen it is a hard work and it is the profession of some people.	H	L	L	1. 0, 2. H	L
2020_MLa_185_2.docx	Elaboration	The government pay a big salary to spotsmen for their work.	L	L	L	H	L
2020_MLa_185_2.docx	Elaboration	It exist for people, residents who go to matchs and who interested in sport life.	L	L	L	1. H, 2. H, 3. H	L
2020_MLa_185_2.docx	Elaboration	Sport is a big sysytem because a lot of people depend on each others.	H	L	L	1. H, 2. L	H
2020_MLa_185_2.docx	Elaboration	For example, coach teaches athletes to be the best in their deal to go in the big olympic games and takes the first place in competition.	H	H	L	1. H, 2. H	H
2020_MLa_185_2.docx	Elaboration	This races are held for fans who really crazy about sport events.	H	H	L	1. H, 2. H	H
2020_MLa_185_2.docx	Elaboration	If the fans do not go to this events, the sport event can not exist.	H	H	L	1. H, 2. H	H
2020_MLa_185_2.docx	Elaboration	Where there is demand - there is supply.	L	L	H	1. L, 2. L	L
2020_MLa_185_2.docx	Elaboration	Government sponsors these events for fans, who buy ticket for these match.	L	L	L	1. H, 2. H	L
2020_MLa_185_2.docx	Elaboration	It says about watching sports events are not waste of time.	H	H	L	H	L
2020_MLa_185_2.docx	Elaboration	It helps sport system to exist in our life.	H	H	H	H	H
2020_MLa_185_2.docx	Elaboration	It is a good deal and support for sportsmen who everyday train hard to make a good show for fans.	H	H	L	1. H, 2. H	H
2020_MLa_185_2.docx	Argument	If looks on this statement otherwise, it is importnat to say that watching sport events is a usual hobby such as cooking, reading books and others.	H	L	L	1. 0, 2. H	L
2020_MLa_185_2.docx	Elaboration	 It is a one way to relax for people, who likes watching sports.	H	H	L	H	H
2020_MLa_185_2.docx	Elaboration	If people say that watching sports is a waste of time, it is the same to say that cooking is also waste of time.	H	H	H	1. H, 2. H	H
2020_MLa_185_2.docx	Elaboration	Consequently, it is contradict the existance of restaurant and cafe.	L	L	L	H	L
2020_MLa_185_2.docx	Elaboration	People who work in public catering like cooking and it is their hobby maybe.	L	L	L	1. H, 2. H	H
2020_MLa_185_2.docx	Elaboration	So, people should be indertanding before say that some deal is a waste of time.	H	H	L	H	L
2020_MLa_185_2.docx	Elaboration	Every person have a hobby or something that inspires him or allows to relax.	H	H	L	1. H, 2. H	L
2020_MLa_185_2.docx	Elaboration	That is why most of all activity is a way to spend day as you want and relax.	H	H	L	1. H, 2. H	H
2020_MLa_185_2.docx	Elaboration	Every activity have strength and weaknesses.	L	H	H	H	L
2020_MLa_185_2.docx	Elaboration	It is depends only how you look at this.	L	H	L	H	L
2020_MLa_185_2.docx	Conclusion	In conclusion, watching sports in live or on TV is a goog way to relax, is not a waste of time.	H	H	L	1. 0, 2. H	L
2020_MLa_185_2.docx	Conclusion	It is important to understand that every activity in our life have advantages and diasdvantagrs.	L	H	L	H	L
2020_MLa_185_2.docx	Conclusion	If some people know how spend the day another, it is not say about watching sports events is a waste of time.	H	H	L	1. L, 1. L	H
2020_MLa_185_2.docx	Conclusion	It is up to a everybody what deal to do and what brings something good for life.	H	H	L	1. H, 1. H	L
2020_MLa_185_2.docx	Conclusion	Watching sports events is the usual thing and hobby.	H	L	L	L	L
2020_MLa_186_2.docx	Introductory material	The issue of sports prorgams has always aroused sharp discussions.	H	L	H	0	H
2020_MLa_186_2.docx	Introductory material	It is argued that people should not spend their time on watching them.	H	H	H	H	H
2020_MLa_186_2.docx	Thesis	The essay disagrees that having free time in a such way can be unreasonable.	H	H	H	H	L
2020_MLa_186_2.docx	Argument	It is clear that sports events have an ability to unite people and make them happier.	H	H	H	1. 0, 2. H	L
2020_MLa_186_2.docx	Elaboration	 Usually people watch them in a group and therefore they can share their emotions and joy with others.	H	H	H	1. H, 2. H	H
2020_MLa_186_2.docx	Elaboration	According to lates research, this particular way provides a positive reaction and improves the physical and mental wellbeing.	H	H	L	1. H, 2. H	H
2020_MLa_186_2.docx	Elaboration	For instance, my friend was extremelly happy, because watching football helped him to be with his family and they had a lovely time together.	H	H	H	1. L, 2. H, 3. H	L
2020_MLa_186_2.docx	Argument	Moreover, it can be an effective way to know new things about a particular sport.	H	H	H	0	L
2020_MLa_186_2.docx	Argument	It was claimed that watching something interesting might iprove the memory and perception.	H	H	L	L	L
2020_MLa_186_2.docx	Elaboration	 That is why some people can learn different skills during the game.	H	H	H	H	L
2020_MLa_186_2.docx	Elaboration	For example, my sister wanted to play tennis, she used to watch the game all the time, now she is really good at playing tennis, it means that it was effective.	H	H	H	1. H, 2. H, 3. H, 4. H	L
2020_MLa_186_2.docx	Conclusion	Thereby, whatching sports events provides various advantages for people.	H	H	H	0	L
2020_MLa_186_2.docx	Conclusion	It improves their mood and contributes to develop and study new skills.	H	H	L	1. H, 2. H	L
2020_MLa_186_2.docx	Conclusion	Thus, people should take into consideration that this method can be effective.	H	H	H	H	L
2020_MLa_187_2.docx	Introductory material	Nowadays, most people think that watching sports games on TV or live is considered a waste of time.	H	H	H	0	H
2020_MLa_187_2.docx	Introductory material	However, some people believe that it is a graet entertainment.	H	H	L	H	L
2020_MLa_187_2.docx	Introductory material	Where is the truth?	H	L	H	L	L
2020_MLa_187_2.docx	Thesis	In my opinion, watching sports on TV is a good opportunity to get relax.	H	H	H	L	L
2020_MLa_187_2.docx	Thesis	There are many reasons why some people like to watch sport games on TV.	H	H	H	H	H
2020_MLa_187_2.docx	Argument	First of all, after a working day, relief is needed and sports on TV can help a person relax.	H	H	H	1. 0, 2. L	H
2020_MLa_187_2.docx	Elaboration	It is a great opportunity to spend this time with family or friends.	H	H	H	H	L
2020_MLa_187_2.docx	Argument	Secondly, watching sports on TV is much more convenient than live,	H	H	H	1. 0,	L
2020_MLa_187_2.docx	Elaboration	 because indoors you can take your own food and sit on a comfortable sofa or armchair to spend this time very well.	H	H	H	2. L, 3. H	L
2020_MLa_187_2.docx	Argument	The third reason to spend time with wathing sports games on TV is opportunuty to gather a cool comany and cheer for your sports team together.	H	H	L	1. 0, 2. H	L
2020_MLa_187_2.docx	Elaboration	 Thanks to the fighting spirit it will help to get closer to friends, it is very important today.	H	H	L	1. H, 2. H	L
2020_MLa_187_2.docx	Conclusion	In conclusion, I would like to say that there are a lot of opinions about watching sports on TV.	H	L	H	0	L
2020_MLa_187_2.docx	Conclusion	Some people think that it is not amazing way to spend time, but some people say that it is a cool opportunity to relax after hard work.	H	L	H	1. H, 2. H	L
2020_MLa_187_2.docx	Conclusion	I think that it is a good way to spend your free time with friends or family.	H	H	H	H	H
2020_MLa_188_2.docx	Introductory material	This assay will discuss that there is people, who believe that watching sports is useless pastime.	H	L	L	0	H
2020_MLa_188_2.docx	Introductory material	That problem frequently generates a great deal of heated debate, with the supporters maintaining the fact that it is useful.	H	H	L	H	L
2020_MLa_188_2.docx	Thesis	To my mind, watching sport is a great idea of spending your time.	H	H	H	H	L
2020_MLa_188_2.docx	Argument	It has been already recognized that watching sport is good for health.	H	H	H	H	H
2020_MLa_188_2.docx	Elaboration	It develops a logical thinking and concentration.	H	H	H	H	L
2020_MLa_188_2.docx	Elaboration	Besides people who watch sport have higher self-esteem and it brings us to the following argument.	H	H	H	1. H, 2. H	L
2020_MLa_188_2.docx	Elaboration	For example such games as football make people feel the built-in-connection and it has a good impact on mental health of sports fans.	H	H	L	1. H, 2. H	H
2020_MLa_188_2.docx	Argument	Furthermore, watching sport is a great event to see your friends, relax and take a break from pace of life.	H	H	L	1. 0, 2. H, 3. H	H
2020_MLa_188_2.docx	Argument	It is opportunity to forget about some nervous aspects of life for a while.	H	H	H	H	L
2020_MLa_188_2.docx	Elaboration	 For example many people fell themselves ecstatic when they spend their time watching sports with friend or family.	H	H	L	1. L, 2. H	L
2020_MLa_188_2.docx	Elaboration	Nowadays some families have not enough common interest to spent some time together, but sport could interest anyone, even the youngest members of it.	H	H	L	1. H, 2. H	H
2020_MLa_188_2.docx	Elaboration	Although not all of them will be interested in the end result, but spending time around the same table is still important anyways.	H	H	H	1. H, 2. L	L
2020_MLa_188_2.docx	Conclusion	"Although, it must be said that there is no absolute ""right"" attitude to this spending of time and everyone has the right to make a decision for themselves: watch sports or not."	H	H	L	1. 0, 2. L	L
2020_MLa_188_2.docx	Conclusion	But I couldn't agree more that it is a fun and useful to do that, especially with friends and family.	H	H	L	H	L
2020_MLa_189_2.docx	Introductory material	It is common belief that watching sports on TV or attendending sport activities in order to wath it - is just waste of time.	H	H	L	0	H
2020_MLa_189_2.docx	Thesis	I am strongly convinced that there is no something negative in having a hobby like this.	H	H	H	H	L
2020_MLa_189_2.docx	Argument	My first argument in supporting my opinion is that every person has a right to have every hobby he/she likes.	H	H	H	0	H
2020_MLa_189_2.docx	Elaboration	So, if the person prefer to wach sports, he might do it and it is rather better than not having a activity he/she likes at all.	H	H	L	1. H, 2. H, 3. H	H
2020_MLa_189_2.docx	Elaboration	In addition, sometimes people have a bad mood or even a depression because they cannot find sommething exciting and enjoyable for them.	H	H	L	1. H, 2. H	H
2020_MLa_189_2.docx	Elaboration	What is more, having a hobby like this allows people to make their days interesting and it is not a silly waste of time.	H	H	H	1. H, 2. H	H
2020_MLa_189_2.docx	Argument	My second argument is that wathing sports gather different people together.	H	H	L	L	H
2020_MLa_189_2.docx	Elaboration	 When people have their favourite team or maybe an adorable sportsman, it gives them apportunity to speak on this topic and share with ideas with others who has the same interests.	H	H	L	1. H, 2. H, 3. H	H
2020_MLa_189_2.docx	Elaboration	Mereover, people might share some significant moments together, for instance, winning or loosing of a team, they might support each other.	H	H	L	1. H, 2. H	H
2020_MLa_189_2.docx	Elaboration	A felling of being a part of a big society makes people believe in theirselves, even in some cases it gives them a reason for living.	H	H	L	1. H, 2. H	L
2020_MLa_189_2.docx	Elaboration	Also, as a positive result, a person can meet his/her lifepartner or best friends in such communities, they can find someone simillar to them.	H	H	H	1. H, 2. H	L
2020_MLa_189_2.docx	Argument	From my point of view, we cannot say that something what makes people happy could be a waste of time.	H	H	H	H	L
2020_MLa_189_2.docx	Conclusion	 In conclusion, despite my respect to the opposite opinion, i suppose that wathing sports is mich more than just a way of spending time.	H	H	L	0	H
2020_MLa_189_2.docx	Conclusion	In some cases it brings people a great felling - felling that they are alive.	H	H	L	H	L
2020_MLa_18_2.docx	Introductory material	Watching sports is a popular way to relax for lots of people.	H	L	H	0	H
2020_MLa_18_2.docx	Introductory material	There is an opinion that this way of spending time is totally useless for the individual.	H	H	L	H	L
2020_MLa_18_2.docx	Thesis	Personally, I disagree this statement.	H	H	H	H	H
2020_MLa_18_2.docx	Thesis	In this essay I would try to explain my opinion and discuss the opposite one.	L	H	H	1. H, 2. H	H
2020_MLa_18_2.docx	Argument	I believe you can improve yourself by watching sports.	H	H	H	0	L
2020_MLa_18_2.docx	Elaboration	 On the one hand, it can motivate you to do training.	H	H	H	H	L
2020_MLa_18_2.docx	Elaboration	For example, your favorite skater may inspire you to start doing sports to become more like him.	H	H	H	H	L
2020_MLa_18_2.docx	Elaboration	On the other hand, you watch how professional sportsmen do physical excersizes.	H	H	H	H	H
2020_MLa_18_2.docx	Elaboration	You may learn a huge ammount of things from them and correct your own mistakes while doing same sports.	H	H	L	1. H, 2. H	L
2020_MLa_18_2.docx	Elaboration	Many boys learn how to play football by watching games of the famous football players on TV.	H	H	H	H	L
2020_MLa_18_2.docx	Argument	Although, I can understand some arguments of the opposite side.	H	L	H	0	L
2020_MLa_18_2.docx	Argument	First, most part of the sport fanats doesn't do the same sport as they watch on TV.	H	H	L	L	L
2020_MLa_18_2.docx	Elaboration	 They eat bad food and drink beer while watching and just waste their precious time when they could, for example, do training themselves.	H	H	H	1. H, 2. H, 3. H, 4. H	L
2020_MLa_18_2.docx	Argument	Second, some fanats pay too much money for sport events.	H	H	H	H	L
2020_MLa_18_2.docx	Conclusion	To sum up, I would like to say that I'm sure that watching sports can become a brilliant hobby if you watch it not only for having thought-less rest, but also use for self-improvement.	H	H	L	1. 0, 2. H	L
2020_MLa_190_2.docx	Introductory material	nowadays, we do not have enought free time.	L	L	L	0	H
2020_MLa_190_2.docx	Introductory material	Someoone think, that spend this time by watching particular sport is just useless for you.	H	H	L	H	H
2020_MLa_190_2.docx	Thesis	As for me, i disagree with this statmen?	H	H	L	1. H, 	L
2020_MLa_190_2.docx	Thesis	becouse it has some benefites for us.	H	H	L	2. H	L
2020_MLa_190_2.docx	Argument	First of all, i think, that watching sports on TV or at live sports events is imortant for team spirit.	H	H	L	0	L
2020_MLa_190_2.docx	Elaboration	jusr imagine you are with unkknown people, but you feel the general atmosphere of unity and can find new friends, when you go on the stadium match or watching in pub.	H	H	L	1. L, 2. H, 3. H, 4. H, 5. H	H
2020_MLa_190_2.docx	Elaboration	In my opinion, this is a good idea, when you watching sports with our loved ones, becouse you can spend time together and ceering together for our favorite team.	H	H	L	1. H, 2. H, 3. H	H
2020_MLa_190_2.docx	Argument	Secondly, some people take inspiration when watching sport games.	H	H	H	0	L
2020_MLa_190_2.docx	Elaboration	For example, my friend Andrew really like bascetball and NBA players has a big influense on him, so he choose sport for future career.	H	H	L	1. H, 2. H, 3. H	L
2020_MLa_190_2.docx	Elaboration	Now he had workout everyday and went to goal without missing NBA game.	H	H	L	1. H, 2. H	L
2020_MLa_190_2.docx	Elaboration	He is a good player in Moskow now.	L	H	H	H	L
2020_MLa_190_2.docx	Elaboration	It is an instance how watching sports influence on our future plans.	H	H	L	H	L
2020_MLa_190_2.docx	Elaboration	So it is imortant to understand, that now sports have right infuense for teenagers.	H	H	L	H	H
2020_MLa_190_2.docx	Conclusion	In conclusion, watching sports in free time is a good way to relax, spend timewith friends or family.	H	H	H	1. 0, 2. H	H
2020_MLa_190_2.docx	Conclusion	Sport is a good lever od pressure for actions.	H	H	L	H	L
2020_MLa_191_2.docx	Introductory material	It is believed that watching sports on TV or attending live sports events as a pastime does not bring about any benefits.	H	H	H	0	H
2020_MLa_191_2.docx	Thesis	This essay disagrees with the statement that people just waste their own time on these pointless activities.	H	H	H	H	L
2020_MLa_191_2.docx	Thesis	Firstly, it will suggest that this pastime contributes to development of people regardless of their age and secondly will presume that watching sports is a great opportunity to become multinational.	H	H	L	1. H, 2. H	H
2020_MLa_191_2.docx	Argument	It is vital to encourage people of all ages to watch sports programmes or attend the stadiums to see these activities alive so that they can broaden their mind in terms of the fact that they will be informed about what is currently going on in the sports industry.	H	H	L	1. 0, 2. H, 3. H, 4. H	H
2020_MLa_191_2.docx	Elaboration	They can make up their own attitude towards sportsmen and maybe even they will be eager to become one of these talented and well-known people and take up a kind of sport they are interested in.	H	H	H	1. H, 2. H, 3. H	H
2020_MLa_191_2.docx	Elaboration	According to the sports national research of BBC service, people who take part in various sports activities through viewing them as sports fans or doing sports on their own are more intelligent and purposeful than those who are reluctant to dedicate their time to participate no matter what.	H	H	H	H	H
2020_MLa_191_2.docx	Argument	Another point needed to consider is that sports events reflect national identity, countries' culture, traditions and worldview.	H	H	H	0	H
2020_MLa_191_2.docx	Elaboration	 So, demonstrating such major national events as Olympic Games on the global arena is an appropriate practice to bring people together as well as to establish and afterwards maintain mutual understanding and benevolence among different races and nationalities, people with their own unique geographical and social backgrounds.	H	H	H	1. H, 2. H, 3. H	H
2020_MLa_191_2.docx	Elaboration	The Olympic Games is a prime example because they undoubtedly promote people being much closer to each other and being proud of their national teams' sports achievements and rewards incorporated into.	H	H	H	1. H, 2. H	H
2020_MLa_191_2.docx	Conclusion	To conclude, people all around the globe need to be fully encouraged and pushed to view sports events an competitions, furthermore to take part in several of them.	H	H	L	1. 0, 2. H	H
2020_MLa_191_2.docx	Conclusion	In this case there will be lots of possibilities to develop in various fields, be broad-minded and communicate with others abroad.	H	H	H	1. H, 2. H, 3. H	H
2020_MLa_192_2.docx	Introductory material	According to opinions of some people, watching sports is worthless to spent leisure time.	H	H	L	0	H
2020_MLa_192_2.docx	Thesis	This essay disagree with that statement because it is rather useful way of entertainment.	H	H	L	1. H, 2. H	H
2020_MLa_192_2.docx	Thesis	Firstly, this essay will discuss the great influence at people's encouragement and then the benefits in self-development which can be caused bu watching sports events.	H	H	L	H	H
2020_MLa_192_2.docx	Argument	To start with, all over the world there are sport fans who believe that different athletic competions can unite people and inspire them.	H	H	H	1. 0, 2. H, 3. H	H
2020_MLa_192_2.docx	Argument	That helps ro forget about different worries and strengthen their spirit.	L	L	L	1. H, 2. H	L
2020_MLa_192_2.docx	Argument	Moreover, sports acts always like a stress reliever and it provide people with enormous portion of endorphines, so they can be more happier and delightful even if theu just watch live sports events.	H	H	L	1. H, 2. H, 3. H, 4. H	H
2020_MLa_192_2.docx	Argument	It is known fact that huge sports events cause patriotic feeling and motivate different nationalities to be part of one group who just want their favorite team win.	H	H	L	1. H, 2. H, 3. H	H
2020_MLa_192_2.docx	Elaboration	For instance, the Olympic Games in 2018 bring powerful inner feeling about strong connection between all the countries.	H	H	L	L	H
2020_MLa_192_2.docx	Argument	As for the opportunities not to only get some wonderful feeling but to improve ourselves, watching sports is a perfect way.	H	H	L	0	H
2020_MLa_192_2.docx	Elaboration	It is easy to have role models that push people to adopt the healthy lifestyle or choose the same spot as their future carrier.	H	H	L	1. L, 2. H, 3. H	L
2020_MLa_192_2.docx	Elaboration	Some of them inspire young people to believe in their own power and not to give up.	H	H	H	1. H, 2. H	L
2020_MLa_192_2.docx	Elaboration	If it is not enough, the fascinating sportsmen make them do their best and develop their skills, learn something new.	L	H	L	1. H, 2. H, 3. H, 4. H	L
2020_MLa_192_2.docx	Elaboration	My friend can be a prime example, he adores Chinese motorcyclist Wang Yibo and become the racer on motorbike too.	L	H	L	1. L, 2. H, 3. H	L
2020_MLa_192_2.docx	Elaboration	That sportsman helped him to have faith in himself and his hard work showed the way my friend can achieve in this sport.	L	H	L	1. H, 2. H	L
2020_MLa_192_2.docx	Conclusion	In conclusion, I am sure that watching sports is a good way of spending time and people can this hobby into career or just encourage their interest and mutual understanding between each other.	H	H	L	1. 0, 2. H, 3. H	H
2020_MLa_193_2.docx	Introductory material	There is a statement that having such hobby as watching sport is fully useless.	H	H	H	0	H
2020_MLa_193_2.docx	Thesis	 In my point of view spending leisure time by watching sport is a great way of entertainment, so i disagree with that topic.	H	H	L	1. H, 2. H	H
2020_MLa_193_2.docx	Argument	First of all, watching sport on tv is making people relaxing, for instance, after a hard working day.They experience incredible emotions after seeing that their favourite team won.	H	H	L	0 ; H	H
2020_MLa_193_2.docx	Elaboration	 As an example, in Lithuania there is a national sport-basketball, so many families meet up at dinner and watch the show.	L	L	L	1. L, 2. L, 3. H	H
2020_MLa_193_2.docx	Elaboration	They are rejoicing and worring about basketballers, such activities unite families and the citizens of the whole country.	L	L	L	1. H, 2. H, 3. H	H
2020_MLa_193_2.docx	Elaboration	Sports are providing patrotism and unity.	L	L	L	H	H
2020_MLa_193_2.docx	Argument	Secondly, watching sport inspires people to do sport one day	H	H	L	0	H
2020_MLa_193_2.docx	Elaboration	According to me, looking after Petersburg's football team Zenit, I've started doing that sport as a hobby with my collegues, and we have decided to make our own football team.	L	L	L	1. H, 2. H	L
2020_MLa_193_2.docx	Elaboration	Moreover, I am becoming much more healthier after each training and match, so my immune sistem has rised since i have started playing football.	L	L	L	1. H, 2. H, 3. H	H
2020_MLa_193_2.docx	Elaboration	Now i am looking much more better and I am in a better shape	L	L	L	1. H, 2. H	H
2020_MLa_193_2.docx	Conclusion	" To sum up my reasonings, i would like to say that each leisure time spending can't be called ""wasting time"", because every single man is choosing what he/she loves."	L	L	L	1. 0, 2. L	L
2020_MLa_193_2.docx	Conclusion	Talking about sport, it is exciting cheering on the sport team or just watching sport for relaxing, so as I said sport unites people all over the world and can inspire for living healthier life.	H	H	L	1. L, 2. H, 3. H, 4. H	L
2020_MLa_194_2.docx	Introductory material	Some people think that watching sport events on TV or in real live is a waste of time.	H	H	L	0	H
2020_MLa_194_2.docx	Thesis	I strongly disagree with these people.	H	H	H	H	L
2020_MLa_194_2.docx	Thesis	As for me, watching sport can be very profitable for your mental or even physical health.	H	H	L	H	L
2020_MLa_194_2.docx	Argument	First of all, watching sport gives you a lot of positive emotions.	H	H	H	0	H
2020_MLa_194_2.docx	Elaboration	 By watching some sport events you can claim the atmosphere and get in to it.	H	H	L	1. H, 2. H	H
2020_MLa_194_2.docx	Elaboration	It can help you to start doing something yourself and do not scare it.	H	H	L	1. H, 2. H	L
2020_MLa_194_2.docx	Argument	Also, watching your favourite sportsmen gives you a felling like you are together.	L	L	H	H	L
2020_MLa_194_2.docx	Elaboration	People celebrate the win of their team all over the world, does not matter where they are.	L	L	L	1. H, 2. H	H
2020_MLa_194_2.docx	Elaboration	Especially now, then COVID-19 is all around, people want to follow their favourite teams.	L	L	L	1. H, 2. H	L
2020_MLa_194_2.docx	Elaboration	Watching sport give you a feeling that your are a member of the team.	H	H	L	H	H
2020_MLa_194_2.docx	Argument	 That is more, watching sport events can help person for physical heath.	H	H	L	H	H
2020_MLa_194_2.docx	Elaboration	 By watching sport on TV or in real life, you can point some things, exersizes and movings which will help you to keep in shape in a future.	H	H	L	1. H, 2. H	H
2020_MLa_194_2.docx	Argument	Moreover, if you are a semi-profetional sportsmen, you simply should watch translations of your sport.	H	L	L	1. H, 2. H	H
2020_MLa_194_2.docx	Elaboration	 It will help a lot to understand how profetionals do it and become profetional yourself.	L	L	L	1. H, 2. H	L
2020_MLa_194_2.docx	Conclusion	To conclude, I would like to say that watching sport events is one of the most useful spending of time.	H	H	L	0	L
2020_MLa_194_2.docx	Conclusion	Not only because it could be fun, but also because it need mental and physical activity.	L	H	L	1. H, 2. H	H
2020_MLa_194_2.docx	Conclusion	There are not stupid players and fans.	L	L	H	L	L
2020_MLa_194_2.docx	Conclusion	They work hard together.	L	L	H	H	L
2020_MLa_195_2.docx	Introductory material	Nowadays, most kind of sports have a huge amount of fans around the world.	L	L	L	0	H
2020_MLa_195_2.docx	Introductory material	These sport fans try to follow and support their team almost in every game.	L	L	H	1. H, 2. H	H
2020_MLa_195_2.docx	Introductory material	Some people consider to watch games on TV while others go to the stadiums.	H	H	L	1. H, 2. L	H
2020_MLa_195_2.docx	Introductory material	Some people also belive that watching sport is unimportant and people just waste their time while others claim differantly.	H	H	L	1. L, 2. L, 3. L	H
2020_MLa_195_2.docx	Introductory material	Fans usually spend a lot of time watching sport and enjoy it.	H	H	H	1. L, 2. H	H
2020_MLa_195_2.docx	Thesis	Personally i consider that watching sports is much more interesting than for example some movies or serials.	L	H	L	H	H
2020_MLa_195_2.docx	Argument	First of all, every trip to stadium with your loving team is absolutely exciting.	L	L	L	0	L
2020_MLa_195_2.docx	Elaboration	 The atmopshere of going to the stadium is always unbelievable, because of thousands of fans who temporary sing and dance there with happy faces.	L	L	L	1. H, 2. L, 3. H	H
2020_MLa_195_2.docx	Elaboration	Every person who attend such events became so happy.	L	L	L	H	H
2020_MLa_195_2.docx	Argument	Secondly, watching some kind of sports can improve your skill on that sport and also encourage to do some sport in next free time.	H	L	L	1. 0, 2. H	L
2020_MLa_195_2.docx	Argument	 Besides, you can take part in some tv shows, where you need to do some sport exercises repiting for TV.	L	L	L	1. L, 2. H	H
2020_MLa_195_2.docx	Elaboration	 This type of TV show can improve your body and make a good shape.	L	L	L	1. H, 2. H	H
2020_MLa_195_2.docx	Argument	On the other hand, some people claim, that instead of watching sports - people should do any other usefull thing such as reading books or watching serials.	H	H	L	0	L
2020_MLa_195_2.docx	Argument	 Additionally, it is obvious that, doing some sports are more acceptable than watching them.	L	L	L	H	H
2020_MLa_195_2.docx	Argument	It can reduce the amount of stress and make your personality stronger.	L	L	H	1. H, 2. H	L
2020_MLa_195_2.docx	Conclusion	To sum up, in my opinion, people should do anything that they feel better on it their free time.	L	L	L	0	L
2020_MLa_195_2.docx	Conclusion	Personally i consider that watching sports is a good way to spend a time.	H	H	L	H	H
2020_MLa_196_2.docx	Introductory material	Nowadays there are two points of view on the problem of watching sport games.	H	H	L	0	H
